V,I
0.0,0.0
0.0015000015000015,6.83293137626606e-07
0.003000003000003,1.4065396953810705e-06
0.004500004500004501,2.172075710404897e-06
0.006000006000006,2.9823731892975047e-06
0.0075000075000075,3.84004943043692e-06
0.009000009000009001,4.747873390442692e-06
0.0105000105000105,5.708777734980686e-06
0.012000012000012,6.725864295731299e-06
0.013500013500013501,7.802417712809984e-06
0.015000015000015,8.941914529714268e-06
0.0165000165000165,1.0148033652512822e-05
0.018000018000018003,1.1424669537518639e-05
0.019500019500019502,1.2775943105225451e-05
0.021000021000021,1.4206217201717664e-05
0.0225000225000225,1.5720108422101475e-05
0.024000024000024,1.7322505300398916e-05
0.025500025500025503,1.9018578313989565e-05
0.027000027000027002,2.0813804439967498e-05
0.0285000285000285,2.2713975340593606e-05
0.03000003000003,2.4725224648136646e-05
0.0315000315000315,2.685404433577787e-05
0.033000033000033,2.9107299269526266e-05
0.0345000345000345,3.149226540699601e-05
0.036000036000036005,3.40166334353853e-05
0.037500037500037504,3.668855060823262e-05
0.039000039000039004,3.951663165935315e-05
0.0405000405000405,4.25100042775739e-05
0.042000042000042,4.567832002067007e-05
0.0435000435000435,4.9031794333131984e-05
0.045000045000045,5.258124292595312e-05
0.0465000465000465,5.633810724248178e-05
0.048000048000048,6.031450175214559e-05
0.0495000495000495,6.452324305428192e-05
0.051000051000051005,6.897788989590481e-05
0.052500052500052505,7.369280501734465e-05
0.054000054000054004,7.868318061809987e-05
0.055500055500055503,8.396508201258257e-05
0.057000057000057,8.955552038969472e-05
0.0585000585000585,9.547251102048904e-05
0.06000006000006,0.00010173509508604184
0.0615000615000615,0.00010836343426490203
0.063000063000063,0.00011537885438883677
0.0645000645000645,0.0001228039327543229
0.066000066000066,0.00013066254905425012
0.0675000675000675,0.00013897998724132776
0.069000069000069,0.0001477829646319151
0.0705000705000705,0.00015709978470113128
0.07200007200007201,0.00016696039529051632
0.07350007350007351,0.0001773964468156919
0.07500007500007501,0.00018844146688934416
0.07650007650007651,0.00020013087487313896
0.07800007800007801,0.0002125022147083655
0.0795000795000795,0.00022559514036402106
0.081000081000081,0.00023945161956362426
0.0825000825000825,0.00025411605020053685
0.084000084000084,0.000269635405857116
0.0855000855000855,0.0002860593667719513
0.087000087000087,0.0003034404944628477
0.0885000885000885,0.0003218343190383166
0.09000009000009,0.0003412996302358806
0.0915000915000915,0.00036189862294122577
0.093000093000093,0.0003836969844996929
0.0945000945000945,0.0004067642439622432
0.096000096000096,0.0004311739467084408
0.0975000975000975,0.0004570037417579442
0.099000099000099,0.0004843358474317938
0.10050010050010051,0.0005132571095600724
0.10200010200010201,0.0005438593216240406
0.10350010350010351,0.0005762396613135934
0.10500010500010501,0.0006105006323195994
0.10650010650010651,0.0006467506755143404
0.10800010800010801,0.000685104459989816
0.10950010950010951,0.0007256829994730651
0.11100011100011101,0.0007686142344027758
0.1125001125001125,0.0008140333811752498
0.114000114000114,0.0008620831649750471
0.1155001155001155,0.0009129144018515944
0.117000117000117,0.0009666864643804729
0.1185001185001185,0.0010235673980787396
0.12000012000012,0.0010837349109351635
0.1215001215001215,0.001147376256994903
0.123000123000123,0.0012146895751357079
0.1245001245001245,0.0012858834816142917
0.126000126000126,0.001361178350634873
0.1275001275001275,0.00144080666359514
0.129000129000129,0.0015250135911628604
0.1305001305001305,0.00161405757535249
0.132000132000132,0.0017082112608477473
0.1335001335001335,0.0018077620770782232
0.135000135000135,0.0019130127038806677
0.1365001365001365,0.0020242822356522083
0.138000138000138,0.0021419066470116377
0.1395001395001395,0.002266239607706666
0.141000141000141,0.002397653879597783
0.1425001425001425,0.002536541083827615
0.14400014400014402,0.0026833137962967157
0.1455001455001455,0.0028384055476635695
0.14700014700014702,0.003002272453159094
0.1485001485001485,0.0031753929797559977
