V,I
0.0,0.0
0.0015000015000015,1.2223853656720407e-13
0.003000003000003,2.5109192611401376e-13
0.004500004500004501,3.869181450927295e-13
0.006000006000006,5.300945229644305e-13
0.0075000075000075,6.810187721910388e-13
0.009000009000009001,8.401102621728718e-13
0.0105000105000105,1.0078108052952173e-12
0.012000012000012,1.1845863916518096e-12
0.013500013500013501,1.370928110616676e-12
0.015000015000015,1.5673536687271783e-12
0.0165000165000165,1.774408528096294e-12
0.018000018000018003,1.9926681832371784e-12
0.019500019500019502,2.222738703164251e-12
0.021000021000021,2.465259333478409e-12
0.0225000225000225,2.720903797409635e-12
0.024000024000024,2.9903824642213417e-12
0.025500025500025503,3.2744436502529783e-12
0.027000027000027002,3.573876871526549e-12
0.0285000285000285,3.88951371110835e-12
0.03000003000003,4.222230638034619e-12
0.0315000315000315,4.5729526935989195e-12
0.033000033000033,4.942653925033014e-12
0.0345000345000345,5.33236085495381e-12
0.036000036000036005,5.743156818172057e-12
0.037500037500037504,6.176182829054078e-12
0.039000039000039004,6.632641918330462e-12
0.0405000405000405,7.11380173518128e-12
0.042000042000042,7.62099931772564e-12
0.0435000435000435,8.155643695106907e-12
0.045000045000045,8.719219790620514e-12
0.0465000465000465,9.313294059565269e-12
0.048000048000048,9.939515356605089e-12
0.0495000495000495,1.0599624476748115e-11
0.051000051000051005,1.1295455890070194e-11
0.052500052500052505,1.2028941211161825e-11
0.054000054000054004,1.2802117872745544e-11
0.055500055500055503,1.3617135197208086e-11
0.057000057000057,1.44762569986856e-11
0.0585000585000585,1.538186938931929e-11
0.06000006000006,1.633648771814933e-11
0.0615000615000615,1.7342766112093955e-11
0.063000063000063,1.8403497475949493e-11
0.0645000645000645,1.9521630839625104e-11
0.066000066000066,2.070026962341931e-11
0.0675000675000675,2.194269071997823e-11
0.069000069000069,2.3252344494295585e-11
0.0705000705000705,2.463287039622397e-11
0.07200007200007201,2.60881021646453e-11
0.07350007350007351,2.7622081705258594e-11
0.07500007500007501,2.923907296836781e-11
0.07650007650007651,3.094356715305224e-11
0.07800007800007801,3.2740296584954365e-11
0.0795000795000795,3.463425726768499e-11
0.081000081000081,3.663070541337632e-11
0.0825000825000825,3.8735192137151486e-11
0.084000084000084,4.095356345712453e-11
0.0855000855000855,4.329197764163517e-11
0.087000087000087,4.575693643427137e-11
0.0885000885000885,4.8355285053869324e-11
0.09000009000009,5.1094239950089104e-11
0.0915000915000915,5.3981409620096343e-11
0.093000093000093,5.702482236413786e-11
0.0945000945000945,6.023292281609471e-11
0.096000096000096,6.361462745463342e-11
0.0975000975000975,6.717933848099378e-11
0.099000099000099,7.093694381898885e-11
0.10050010050010051,7.489789344283793e-11
0.10200010200010201,7.90731854993787e-11
0.10350010350010351,8.347442181921849e-11
0.10500010500010501,8.81138217945221e-11
0.10650010650010651,9.300429176795078e-11
0.10800010800010801,9.815939727708667e-11
0.10950010950010951,1.0359347407673525e-10
0.11100011100011101,1.0932160732224361e-10
0.1125001125001125,1.1535972177512122e-10
0.114000114000114,1.21724574864146e-10
0.1155001155001155,1.2843387464656075e-10
0.117000117000117,1.3550623123581573e-10
0.1185001185001185,1.4296130945723462e-10
0.12000012000012,1.5081980109243887e-10
0.1215001215001215,1.5910356365722578e-10
0.123000123000123,1.678355926459929e-10
0.1245001245001245,1.770401603096161e-10
0.126000126000126,1.867428156554496e-10
0.1275001275001275,1.9697052322520392e-10
0.129000129000129,2.077517047283095e-10
0.1305001305001305,2.191163084308556e-10
0.132000132000132,2.310958924223172e-10
0.1335001335001335,2.4372373563785743e-10
0.135000135000135,2.5703494888063005e-10
0.1365001365001365,2.710664748217795e-10
0.138000138000138,2.8585731004504566e-10
0.1395001395001395,3.0144853280233974e-10
0.141000141000141,3.178834695471977e-10
0.1425001425001425,3.3520777820150727e-10
0.14400014400014402,3.5346958693338593e-10
0.1455001455001455,3.7271963293505905e-10
0.14700014700014702,3.9301134568958673e-10
0.1485001485001485,4.1440115228219554e-10
0.15000015000015002,4.3694847740027853e-10
0.1515001515001515,4.6071590986684896e-10
0.15300015300015302,4.857695357074476e-10
0.1545001545001545,5.121788548834161e-10
0.15600015600015602,5.400173641589845e-10
0.1575001575001575,5.693622795455155e-10
0.159000159000159,6.002952579464704e-10
0.1605001605001605,6.329020640905014e-10
0.162000162000162,6.672734587098716e-10
0.1635001635001635,7.035047544512452e-10
0.165000165000165,7.416967595652579e-10
0.1665001665001665,7.819554448396104e-10
0.168000168000168,8.243927207551849e-10
0.1695001695001695,8.691264929971965e-10
0.171000171000171,9.162809400109495e-10
0.17250017250017252,9.659871791356522e-10
0.174000174000174,1.0183832666044168e-09
0.17550017550017552,1.073614641633469e-09
0.177000177000177,1.1318349590894172e-09
0.17850017850017852,1.1932057564223442e-09
