V,I
0.0,0.0
0.0015000015000015,1.221187517089022e-16
0.003000003000003,2.51169329890558e-16
0.004500004500004501,3.875452342885262e-16
0.006000006000006,5.316622522007902e-16
0.0075000075000075,6.839597819687383e-16
0.009000009000009001,8.449022358754821e-16
0.0105000105000105,1.0149802048161597e-15
0.012000012000012,1.1947124435314049e-15
0.013500013500013501,1.384646664700736e-15
0.015000015000015,1.5853622388600753e-15
0.0165000165000165,1.7974710414346952e-15
0.018000018000018003,2.021619887958943e-15
0.019500019500019502,2.2584920163838977e-15
0.021000021000021,2.5088097340553303e-15
0.0225000225000225,2.773336217658717e-15
0.024000024000024,3.0528780543180806e-15
0.025500025500025503,3.3482877826948327e-15
0.027000027000027002,3.660465587053668e-15
0.0285000285000285,3.990363744185536e-15
0.03000003000003,4.3389876821988294e-15
0.0315000315000315,4.707400850958825e-15
0.033000033000033,5.0967264161535814e-15
0.0345000345000345,5.508151070942203e-15
0.036000036000036005,5.9429292711195725e-15
0.037500037500037504,6.402387046764617e-15
0.039000039000039004,6.887924966855622e-15
0.0405000405000405,7.40102406850086e-15
0.042000042000042,7.943247127488017e-15
0.0435000435000435,8.5162496697125e-15
0.045000045000045,9.121776583045655e-15
0.0465000465000465,9.761676093378389e-15
0.048000048000048,1.0437897223522334e-14
0.0495000495000495,1.1152503345737003e-14
0.051000051000051005,1.1907673028762732e-14
0.052500052500052505,1.2705707661117213e-14
0.054000054000054004,1.3549041615490854e-14
0.055500055500055503,1.444024648391152e-14
0.057000057000057,1.5382037006975158e-14
0.0585000585000585,1.63772888615377e-14
0.06000006000006,1.742903273148442e-14
0.0615000615000615,1.8540477177619516e-14
0.063000063000063,1.9715010331732008e-14
0.0645000645000645,2.0956213449122886e-14
0.066000066000066,2.2267872767066377e-14
0.0675000675000675,2.3653984587007626e-14
0.069000069000069,2.5118775603353433e-14
0.0705000705000705,2.666671476193351e-14
0.07200007200007201,2.830251834219817e-14
0.07350007350007351,3.003117367414085e-14
0.07500007500007501,3.185795607895704e-14
0.07650007650007651,3.378842886904432e-14
0.07800007800007801,3.582848400558378e-14
0.0795000795000795,3.7984338710408266e-14
0.081000081000081,4.026256595918848e-14
0.0825000825000825,4.26701114220919e-14
0.084000084000084,4.521431718070533e-14
0.0855000855000855,4.790294205682562e-14
0.087000087000087,5.074417855311861e-14
0.0885000885000885,5.3746693510700605e-14
0.09000009000009,5.691963827353375e-14
0.0915000915000915,6.027269612227104e-14
0.093000093000093,6.381607888612459e-14
0.0945000945000945,6.756059470550135e-14
0.096000096000096,7.151766158453032e-14
0.0975000975000975,7.56993412723804e-14
0.099000099000099,8.011839347336902e-14
0.10050010050010051,8.478827584696216e-14
0.10200010200010201,8.972323887546443e-14
0.10350010350010351,9.493832586401907e-14
0.10500010500010501,1.0044943392698014e-13
0.10650010650010651,1.0627337497428474e-13
0.10800010800010801,1.1242790281650733e-13
0.10950010950010951,1.189317741512319e-13
0.11100011100011101,1.2580482987821495e-13
0.1125001125001125,1.3306802220443975e-13
0.114000114000114,1.4074348240675216e-13
0.1155001155001155,1.4885464280460503e-13
0.117000117000117,1.5742620965500387e-13
0.1185001185001185,1.6648432578283273e-13
0.12000012000012,1.760566112384357e-13
0.1215001215001215,1.8617224461277976e-13
0.123000123000123,1.9686207145767215e-13
0.1245001245001245,2.081586856009232e-13
0.126000126000126,2.2009653756656367e-13
0.1275001275001275,2.3271201589000756e-13
0.129000129000129,2.460435826433238e-13
0.1305001305001305,2.6013189540798065e-13
0.132000132000132,2.750199156950628e-13
0.1335001335001335,2.9075301736548875e-13
0.135000135000135,3.0737917636539103e-13
0.1365001365001365,3.249490791463333e-13
0.138000138000138,3.435163124006907e-13
0.1395001395001395,3.631374714818669e-13
0.141000141000141,3.838724043497832e-13
0.1425001425001425,4.057842928860411e-13
0.14400014400014402,4.289399781545744e-13
0.1455001455001455,4.534100688218662e-13
0.14700014700014702,4.792691308923291e-13
0.1485001485001485,5.065960671790659e-13
0.15000015000015002,5.354741173038691e-13
0.1515001515001515,5.659914269033617e-13
0.15300015300015302,5.982409663138344e-13
0.1545001545001545,6.323210726723316e-13
0.15600015600015602,6.683356667570861e-13
0.1575001575001575,7.063945782481706e-13
0.159000159000159,7.466138709881498e-13
0.1605001605001605,7.891160598225144e-13
0.162000162000162,8.340308695412024e-13
0.1635001635001635,8.814951264583815e-13
0.165000165000165,9.31653625774187e-13
0.1665001665001665,9.84659294205048e-13
0.168000168000168,1.0406737320847737e-12
0.1695001695001695,1.0998677012555302e-12
0.171000171000171,1.1624217213790367e-12
0.17250017250017252,1.228526503617433e-12
0.174000174000174,1.2983836011545846e-12
0.17550017550017552,1.3722059512971674e-12
0.177000177000177,1.4502187428364066e-12
0.17850017850017852,1.5326597413087284e-12
0.18000018000018,1.6197802647777149e-12
0.18150018150018152,1.7118461596160595e-12
0.183000183000183,1.8091379089257842e-12
0.18450018450018452,1.9119523672617156e-12
0.186000186000186,2.020602869051702e-12
0.18750018750018752,2.1354205296392204e-12
0.189000189000189,2.256755763166418e-12
0.1905001905001905,2.384978282574113e-12
0.192000192000192,2.5204790511657027e-12
0.1935001935001935,2.6636713668093392e-12
0.195000195000195,2.814991729299665e-12
0.1965001965001965,2.97490157508129e-12
0.198000198000198,3.1438881446105293e-12
0.1995001995001995,3.3224670844406168e-12
0.20100020100020102,3.51118266406214e-12
0.2025002025002025,3.710610377988255e-12
0.20400020400020402,3.921358029956856e-12
0.2055002055002055,4.144068768696663e-12
0.20700020700020702,4.379420871086781e-12
0.2085002085002085,4.628132512646266e-12
0.21000021000021002,4.890961767534119e-12
0.2115002115002115,5.168710077996241e-12
0.21300021300021302,5.46222398908891e-12
0.2145002145002145,5.772399051806598e-12
0.21600021600021602,6.100180256762844e-12
0.2175002175002175,6.446567238360679e-12
0.21900021900021902,6.812616443196973e-12
0.2205002205002205,7.199443732147648e-12
0.22200022200022201,7.6082282834955e-12
0.2235002235002235,8.040216929738886e-12
